budget_year,account_type,department,fund_code,account_category,bu_description,amount
FY15-16,Revenue,Juvenile Court,10101,Telephone-Non Metro,JUV Juv Detention Key,0
FY15-16,Revenue,Juvenile Court,10101,TN Funded Programs,JUV ALOB HR Key Product,9000
FY15-16,Revenue,Juvenile Court,10101,Fed thru State PassThru,JUV ALOB Finance Payroll Autho,434333
FY15-16,Revenue,General Sessions Court,10101,Litigation Tax,GSC Judges,0
FY15-16,Revenue,General Sessions Court,10101,Litigation Tax GSC Judges,GSC Judges,0
FY15-16,Revenue,General Sessions Court,10101,Drug Screening Fine,GSC General Probation,0
FY15-16,Revenue,General Sessions Court,10101,GSC Probation Fees,GSC General Probation,1103024
FY15-16,Revenue,General Sessions Court,10101,Traffic School Fee,GSC Traffic School,1592335
FY15-16,Revenue,General Sessions Court,10101,Driver's License Reinst Fee,GSC Traffic School,910965
FY15-16,Revenue,General Sessions Court,10101,Interest-MIP,GSC Mental Health Court,16
FY15-16,Revenue,General Sessions Court,10101,Unrealized Gain/Loss MIP,GSC Mental Health Court,-1
FY15-16,Revenue,General Sessions Court,10101,Realized Gain/Loss MIP,GSC Mental Health Court,-3
FY15-16,Revenue,State Trial Courts,10101,Interest-MIP,STC Administration,1014
FY15-16,Revenue,State Trial Courts,10101,Unrealized Gain/Loss MIP,STC Administration,1799
FY15-16,Revenue,State Trial Courts,10101,Realized Gain/Loss MIP,STC Administration,-107
FY15-16,Revenue,State Trial Courts,10101,Video,STC Administration,11465
FY15-16,Revenue,State Trial Courts,10101,Jury Lunch Reimbursement,STC Jury Expense,7540
FY15-16,Revenue,Sheriff,10101,US Marshall Reimbursement,SHE CJC Offender Mgmt Key,334041
FY15-16,Revenue,Sheriff,10101,Telephone,SHE CJC Offender Mgmt Key,274382
FY15-16,Revenue,Sheriff,10101,Jail Inmate Reimbursment,SHE Booking and Releasing,89609
FY15-16,Revenue,Sheriff,10101,Pre-Trial Release Servic,SHE Booking and Releasing,75955
FY15-16,Revenue,Sheriff,10101,GED Testing,SHE HDC Programs Key,1800
FY15-16,Revenue,Sheriff,10101,Telephone,SHE HDC Offender Mgmt Key,268033
FY15-16,Revenue,Sheriff,10101,GED Testing,SHE HDC Support Staff Key,2250
FY15-16,Revenue,Sheriff,10101,Inmate Board,SHE CDC-M Programs  Key,30845
FY15-16,Revenue,Sheriff,10101,Telephone,SHE CDC-M Offend Mgmt Key,292939
FY15-16,Revenue,Sheriff,10101,Telephone,SHE CDC-F Offender Mgmt Key,130988
FY15-16,Revenue,Sheriff,10101,DUI & Safety Ed Prog Fee,SHE ORC Programs Key,0
FY15-16,Revenue,Sheriff,10101,Telephone,SHE ORC Offend Mgmt Key,19908
FY15-16,Revenue,Sheriff,10101,DUI & Safety Ed Prog Fee,SHE ORC Support Staff key,290727
FY15-16,Revenue,Sheriff,10101,Sale Of Miscellaneous Items,SHE Correct Svcs Key,0
FY15-16,Revenue,Sheriff,10101,Confiscated Cash,SHE Admin Support Svcs Key,173
FY15-16,Revenue,Sheriff,10101,Jail Inmate Reimbursment,SHE Admin Support Svcs Key,1730740
FY15-16,Revenue,Sheriff,10101,Background Check,SHE Admin Support Svcs Key,0
FY15-16,Revenue,Sheriff,10101,Supervision Fees,SHE Admin Support Svcs Key,142108
FY15-16,Revenue,Sheriff,10101,Inmate Processing Fees,SHE Admin Support Svcs Key,161631
FY15-16,Revenue,Sheriff,10101,Medical Co-Pay,SHE Admin Support Svcs Key,23337
FY15-16,Revenue,Sheriff,10101,Telephone,SHE Admin Support Svcs Key,611
FY15-16,Revenue,Sheriff,10101,Finders Fee-Rtn SSI,SHE Admin Support Svcs Key,134200
FY15-16,Revenue,Sheriff,10101,Other,SHE Admin Support Svcs Key,63049
FY15-16,Revenue,Sheriff,10101,Serve Summons Cost,SHE Warrants Key,1263574
FY15-16,Revenue,Sheriff,10101,Out of County Processing Fee,SHE Warrants Key,452276
FY15-16,Revenue,Sheriff,10101,Other,SHE Transportation Key,8
FY15-16,Revenue,Police,10101,Cost Reimbursement,POL Inspections Key,10
FY15-16,Revenue,Police,10101,TN Cost Reimbursement,POL Training Personnel/In-Serv,781800
FY15-16,Revenue,Police,10101,Background Check,POL Training Personnel/In-Serv,9252
FY15-16,Revenue,Police,10101,Spec Police Commiss'n,POL Training Personnel/In-Serv,15140
FY15-16,Revenue,Police,10101,Court Ordered Restitutions,POL Vehicle Operations,183
FY15-16,Revenue,Police,10101,Court Ordered Restitutions,POL Specialized Investigations,422
FY15-16,Revenue,Police,10101,External Source Recovery,POL Specialized Investigations,4628
FY15-16,Revenue,Police,10101,External Source Recovery,POL Youth Services Key,0
FY15-16,Revenue,Police,10101,Photostat & Microfilm,POL * Identification,0
FY15-16,Revenue,Police,10101,Photostat & Microfilm,POL Crime Lab,23987
FY15-16,Revenue,Police,10101,Sale-Confiscated Prop,POL Property & Evidence Key,0
FY15-16,Revenue,Police,10101,Cost Reimbursement,POL Facility Mgmt and Security,400
FY15-16,Revenue,Police,10101,TN Cost Reimbursement,POL Traffic Key,18565
FY15-16,Revenue,Police,10101,Police Investigation Fee,POL Warrants Key,4492
FY15-16,Revenue,Police,10101,External Source Recovery,POL Warrants Key,0
FY15-16,Revenue,Police,10101,External Source Recovery,POL East Sector Key,20
FY15-16,Revenue,Police,10101,External Source Recovery,POL Patrol South Sector Key,0
FY15-16,Revenue,Police,10101,Other,POL Patrol South Sector Key,0
FY15-16,Revenue,Police,10101,External Source Recovery,POL Patrol West Sector Key,400
FY15-16,Revenue,Police,10101,External Source Recovery,POL Patrol North Sector Key,8973
FY15-16,Revenue,Police,10101,Other,POL Patrol North Sector Key,0
FY15-16,Revenue,Police,10101,External Source Recovery,POL Midtown Hills Precinct,0
FY15-16,Revenue,Police,10101,Other,POL Midtown Hills Precinct,2400
FY15-16,Revenue,Police,10101,Other,POL School Resource Key,0
FY15-16,Revenue,Police,10101,Police Secondary Employ,POL Secondary Employment Unit,2593423
FY15-16,Revenue,Police,10101,External Source Recovery,POL ALOB Payment Approvals,0
FY15-16,Revenue,Police,10101,Photostat & Microfilm,POL ALOB Records Mgmt Servi,88725
FY15-16,Revenue,Fire,10101,TN Cost Reimbursement,FIR GSD Fire Support,2400
FY15-16,Revenue,Fire,10101,ADPI-Emergency Ambulance,FIR GSD EMS Support,0
FY15-16,Revenue,Fire,10101,EMSM-Emergency Ambulance,FIR GSD EMS Support,728
FY15-16,Revenue,Fire,10101,Other,FIR GSD EMS Support,0
FY15-16,Revenue,Fire,10101,TN Cost Reimbursement,FIR GSD Logistics,600
FY15-16,Revenue,Fire,10101,TN Cost Reimbursement,FIR GSD Training,3600
FY15-16,Revenue,Fire,10101,TN Cost Reimbursement,FIR GSD Specialized Services,2400
FY15-16,Revenue,Fire,10101,EMSM-Medicaid/TNCAre thruState,FIR GSD EMS Operations,4311
FY15-16,Revenue,Fire,10101,MARS-Medicaid/TNCare thruState,FIR GSD EMS Operations,527973
FY15-16,Revenue,Fire,10101,EMSM-Medicaid/TNCare thruOther,FIR GSD EMS Operations,1139944
FY15-16,Revenue,Fire,10101,MARS-Medicaid/TNCare thruOther,FIR GSD EMS Operations,543856
FY15-16,Revenue,Fire,10101,EMSM-Medicare thru OtherPassT,FIR GSD EMS Operations,2008959
FY15-16,Revenue,Fire,10101,MARS-Medicare thru OtherPassT,FIR GSD EMS Operations,2714896
FY15-16,Revenue,Fire,10101,TN Cost Reimbursement,FIR GSD EMS Operations,18600
FY15-16,Revenue,Fire,10101,Photostat & Microfilm,FIR GSD EMS Operations,17
FY15-16,Revenue,Fire,10101,Emergency Ambulance SEU,FIR GSD EMS Operations,0
FY15-16,Revenue,Fire,10101,ADPI-Emergency Ambulance,FIR GSD EMS Operations,13002
FY15-16,Revenue,Fire,10101,EMSM-Emergency Ambulance,FIR GSD EMS Operations,3918943
FY15-16,Revenue,Fire,10101,RRY EMS EMSM Collections,FIR GSD EMS Operations,175872
FY15-16,Revenue,Fire,10101,ACSI EMS EMSM Collections,FIR GSD EMS Operations,214093
FY15-16,Revenue,Fire,10101,MARS-Emergency Ambulance,FIR GSD EMS Operations,2830221
FY15-16,Revenue,Fire,10101,Cash Contributions,FIR GSD EMS Operations,0
FY15-16,Revenue,Fire,10101,TN Cost Reimbursement,FIR GSD Fire Operations,64800
FY15-16,Revenue,Fire,10101,Contribute-Group/Individual,FIR GSD Fire Operations,0
FY15-16,Revenue,Fire,10101,Cash Contrib <or=$5000,FIR GSD Pub Fire Educ-Com Srvc,267
FY15-16,Revenue,Fire,10101,TN Cost Reimbursement,FIR GSD Fire Prevention,5400
FY15-16,Revenue,Fire,10101,Garbage & Junk,FIR GSD Facilities Maint,0
FY15-16,Revenue,Fire,10101,TN Cost Reimbursement,FIR GSD Occup Health & Safety,600
FY15-16,Revenue,Fire,10101,Interest-MIP,FIR GSD Admin,0
FY15-16,Revenue,Fire,10101,Unrealized Gain/Loss MIP,FIR GSD Admin,0
FY15-16,Revenue,Fire,10101,Realized Gain/Loss MIP,FIR GSD Admin,0
FY15-16,Revenue,Fire,10101,TN Cost Reimbursement,FIR GSD Admin,600
FY15-16,Revenue,Codes Administration,10101,Arborist License,COD Const'n/Land Use Key Produ,0
FY15-16,Revenue,Codes Administration,10101,Zoning Appeals,COD Const'n/Land Use Key Produ,303257
FY15-16,Revenue,Codes Administration,10101,Plans Examination,COD Const'n/Land Use Key Produ,1523925
FY15-16,Revenue,Codes Administration,10101,Adult Entertainment Lic,COD SexuallyOrientedBusBd Key,31769
FY15-16,Revenue,Codes Administration,10101,After Hours Permit,COD Better N'hoods Key Product,0
FY15-16,Revenue,Codes Administration,10101,Abandon Vehicle,COD Better N'hoods Key Product,315
FY15-16,Revenue,Codes Administration,10101,Landlord Registration Fees,COD Better N'hoods Key Product,65060
FY15-16,Revenue,Codes Administration,10101,Building Permit,COD Building Code Inspections,9223354
FY15-16,Revenue,Codes Administration,10101,Electrical Permit,COD Building Code Inspections,2280544
FY15-16,Revenue,Codes Administration,10101,Plumbing Permit,COD Building Code Inspections,1568029
FY15-16,Revenue,Codes Administration,10101,Gas Code Permit,COD Building Code Inspections,1803800
FY15-16,Revenue,Codes Administration,10101,Short-term Rental Permit,COD Building Code Inspections,32400
FY15-16,Revenue,Codes Administration,10101,Build Permit Data,COD Building Code Inspections,3
FY15-16,Revenue,Codes Administration,10101,FHA-VA Inspection,COD Building Code Inspections,0
FY15-16,Revenue,Codes Administration,10101,Alarm Device Permit,COD Alarm Registration,1220880
FY15-16,Revenue,Codes Administration,10101,Return Check Fee,COD Alarm Registration,180
FY15-16,Revenue,Beer Board,10101,Beer Permit Priv Tax,BBD Permit Application Program,171892
FY15-16,Revenue,Beer Board,10101,Beer Permit,BBD Permit Application Program,111500
FY15-16,Revenue,Beer Board,10101,Dance Permit,BBD Permit Application Program,47500
FY15-16,Revenue,Beer Board,10101,Photostat & Microfilm,BBD Permit Application Program,131
FY15-16,Revenue,Beer Board,10101,Beer Permit Priv Tax,BBD Inspection Program,0
FY15-16,Revenue,Beer Board,10101,Beer Law Violat'n Fine,BBD Inspection Program,195106
FY15-16,Revenue,Social Services,10101,Fed thru Other PassThru,SOC Support Homelessness Comm,6000
FY15-16,Revenue,Social Services,10101,Fed thru State PassThru,SOC Homemaker Program,0
FY15-16,Revenue,Social Services,10101,Fed thru Other PassThru,SOC Homemaker Program,10857
FY15-16,Revenue,Social Services,10101,Other TN Gov't Agencies,SOC Homemaker Program,27052
FY15-16,Revenue,Social Services,10101,Fed thru Other PassThru,SOC Nutrition Program,788719
FY15-16,Revenue,Social Services,10101,GNRC Transportation,SOC Nutrition Program,70000
FY15-16,Revenue,Social Services,10101,Other TN Gov't Agencies,SOC Nutrition Program,171551
FY15-16,Revenue,Social Services,10101,Liquid Nutrition Program,SOC Nutrition Program,30293
FY15-16,Revenue,Social Services,10101,Cash Contrib <or=$5000,SOC Nutrition Program,7372
FY15-16,Revenue,Social Services,10101,Contribute-Group/Individual,SOC Nutrition Program,11212
FY15-16,Revenue,Social Services,10101,Staff Expense Reimbursement,SOC Family Services,0
FY15-16,Revenue,Social Services,10101,Cash Contrib <or=$5000,SOC Burial Assistance Program,5150
FY15-16,Revenue,Social Services,10101,Contribute-Group/Individual,SOC Burial Assistance Program,1518
FY15-16,Revenue,Health,10101,TennCare,HEA Public Health Clinics,216005
FY15-16,Revenue,Health,10101,Primary Clinic Fee Individua,HEA Public Health Clinics,58904
FY15-16,Revenue,Health,10101,Prmry Clnc-Insurance,HEA Public Health Clinics,22123
FY15-16,Revenue,Health,10101,Imunization-Other,HEA Public Health Clinics,0
FY15-16,Revenue,Health,10101,Family Planning Fees,HEA Public Health Clinics,33167
FY15-16,Revenue,Health,10101,TennCare,HEA Home Visiting,1533
FY15-16,Revenue,Health,10101,Prmry Clnc-Insurance,HEA Home Visiting,5
FY15-16,Revenue,Health,10101,TennCare,HEA Children Special Services,2826
FY15-16,Revenue,Health,10101,Prmry Clnc-Insurance,HEA Children Special Services,370
FY15-16,Revenue,Health,10101,TennCare,HEA Oral Health Svcs,54405
FY15-16,Revenue,Health,10101,Primary Clinic Fee Individua,HEA Oral Health Svcs,16009
FY15-16,Revenue,Health,10101,Transfer Health Services,HEA Oral Health Svcs,0
FY15-16,Revenue,Health,10101,Post Mortum Reimbursement,HEA Forensic Med Exam Office,118615
FY15-16,Revenue,Health,10101,Primary Clinic Fee Individua,HEA Turberculosis Elimination,1970
FY15-16,Revenue,Health,10101,TennCare,HEA STD/HIV Prevent&Interventn,45023
FY15-16,Revenue,Health,10101,Primary Clinic Fee Individua,HEA STD/HIV Prevent&Interventn,41867
FY15-16,Revenue,Health,10101,Prmry Clnc-Insurance,HEA STD/HIV Prevent&Interventn,535
FY15-16,Revenue,Health,10101,BTC Prescription Co-Pymts,HEA Bridges to Care Pharmacy,48721
FY15-16,Revenue,Health,10101,TennCare,HEA Health Care for Homeless,0
FY15-16,Revenue,Health,10101,Vehicle Emission Test,HEA Air Quality,2004265
FY15-16,Revenue,Health,10101,Air Pollution Permit,HEA Air Pollution,127204
FY15-16,Revenue,Health,10101,Title V Penalties,HEA Air Pollution,0
FY15-16,Revenue,Health,10101,Vehicle Emission Test,HEA Air Pollution,4315
FY15-16,Revenue,Health,10101,Contribute-Group/Individual,HEA Air Pollution,318162
FY15-16,Revenue,Health,10101,Transfer Operational,HEA Air Pollution,-536
FY15-16,Revenue,Health,10101,Pet Dogs Outdoor Dining Permit,HEA * Food Protect Svcs,740
FY15-16,Revenue,Health,10101,Civil Fines,HEA * Food Protect Svcs,16531
FY15-16,Revenue,Health,10101,TN Funded Programs,HEA * Food Protect Svcs,113833
FY15-16,Revenue,Health,10101,State Inspection,HEA * Food Protect Svcs,893317
FY15-16,Revenue,Health,10101,State Inspection-Summer Food,HEA * Food Protect Svcs,5395
FY15-16,Revenue,Health,10101,Air Pollution Permit,HEA Title V Air Pollution Prog,0
FY15-16,Revenue,Health,10101,ACF Registration-Veterinary,HEA Animal Services All Other,479232
FY15-16,Revenue,Health,10101,Chicken Permit,HEA Animal Services All Other,7400
FY15-16,Revenue,Health,10101,Offender Program Income,HEA Animal Services All Other,850
FY15-16,Revenue,Health,10101,Impound/Boarding Fees,HEA Animal Services All Other,91545
FY15-16,Revenue,Health,10101,Photostat & Microfilm,HEA Engineering Svce Investiga,0
FY15-16,Revenue,Health,10101,Engineering Fee-Soil Test,HEA Engineering Svce Investiga,41790
FY15-16,Revenue,Health,10101,Tattoo License,HEA*Environ Monitor Public Fac,44565
FY15-16,Revenue,Health,10101,Swimming Pool Permit,HEA*Environ Monitor Public Fac,5400
FY15-16,Revenue,Health,10101,Civil Fines,HEA*Environ Monitor Public Fac,250
FY15-16,Revenue,Health,10101,Tattoo Parlors-Civil Fine,HEA*Environ Monitor Public Fac,4275
FY15-16,Revenue,Health,10101,State Inspection-Pools,HEA*Environ Monitor Public Fac,283736
FY15-16,Revenue,Health,10101,Other,HEA ALOB Finance,3652
FY15-16,Revenue,Health,10101,Certificates-Death,HEA ALOB Records Mgmt Services,504388
FY15-16,Revenue,Health,10101,Medical Reports,HEA ALOB Records Mgmt Services,27874
FY15-16,Revenue,Public Library,10101,Photostat & Microfilm,LIB Administrative Support,96941
FY15-16,Revenue,Public Library,10101,Library Fees,LIB Administrative Support,301999
FY15-16,Revenue,Public Library,10101,Facility Use Fee,LIB Conference Center,6653
FY15-16,Revenue,Public Library,10101,Library Fees,LIB Special Collections,2446
FY15-16,Revenue,Public Library,10101,Library Fees,LIB Archives,1339
FY15-16,Revenue,Parks,10101,Recycled Material,PAR Grass Mowing Sessions,97
FY15-16,Revenue,Parks,10101,Insurance Recovery,PAR Facility Repair Sessions,0
FY15-16,Revenue,Parks,10101,External Source Recovery,PAR Facility Repair Sessions,900
FY15-16,Revenue,Parks,10101,Special Priv License,PAR Usage Permits,6361
FY15-16,Revenue,Parks,10101,Concessions,PAR Usage Permits,228
FY15-16,Revenue,Parks,10101,Facility Use-Stone Hall,PAR Usage Permits,457810
FY15-16,Revenue,Parks,10101,Rent-Sail Boat,PAR Usage Permits,14901
FY15-16,Revenue,Parks,10101,Interest-MIP,PAR Miles of Greenway Trails,3
FY15-16,Revenue,Parks,10101,Unrealized Gain/Loss MIP,PAR Miles of Greenway Trails,5
FY15-16,Revenue,Parks,10101,Realized Gain/Loss MIP,PAR Miles of Greenway Trails,0
FY15-16,Revenue,Parks,10101,TN Cost Reimbursement,PAR Park Police Patrols,11400
FY15-16,Revenue,Parks,10101,Concessions,PAR Comm Ctr Drop-in Activitie,4191
FY15-16,Revenue,Parks,10101,Admissions- COMMCNTR,PAR Comm Ctr Drop-in Activitie,235931
FY15-16,Revenue,Parks,10101,Athletic Fees,PAR Organized Sports Leagues,20838
FY15-16,Revenue,Parks,10101,Host Fee,PAR Special Events Metro,0
FY15-16,Revenue,Parks,10101,Cost Reimbursement,PAR Special Events Metro,0
FY15-16,Revenue,Parks,10101,Facility Use-Centennial ArtCtr,PAR After Hours Special Events,0
FY15-16,Revenue,Parks,10101,Staff Services,PAR After Hours Special Events,530102
FY15-16,Revenue,Parks,10101,Re-sale Inventory,PAR Arts/History Classes,3620
FY15-16,Revenue,Parks,10101,Workshop Fees-Class,PAR Arts/History Classes,29237
FY15-16,Revenue,Parks,10101,Facility Use-Open Park,PAR Arts/History Classes,6333
FY15-16,Revenue,Parks,10101,Cost Reimbursement,PAR Arts/History Classes,2857
FY15-16,Revenue,Parks,10101,Host Fee,PAR Environmental Ed Prog,0
FY15-16,Revenue,Parks,10101,Misc. Rebates,PAR Environmental Ed Prog,257
FY15-16,Revenue,Parks,10101,Workshop Fees-Class,PAR Instructors,446535
FY15-16,Revenue,Parks,10101,Concessions,PAR Ted Rhodes Golf Course,2252
FY15-16,Revenue,Parks,10101,Tennis Fees,PAR Ted Rhodes Golf Course,453719
FY15-16,Revenue,Parks,10101,Transfer Operational,PAR Ted Rhodes Golf Course,65988
FY15-16,Revenue,Parks,10101,Concessions,PAR Harpeth Hills Golf Course,2338
FY15-16,Revenue,Parks,10101,Rentals,PAR Harpeth Hills Golf Course,798424
FY15-16,Revenue,Parks,10101,Transfer Operational,PAR Harpeth Hills Golf Course,114540
FY15-16,Revenue,Parks,10101,Concessions,PAR Two Rivers Golf Course,2182
FY15-16,Revenue,Parks,10101,Rentals,PAR Two Rivers Golf Course,684393
FY15-16,Revenue,Parks,10101,Transfer Operational,PAR Two Rivers Golf Course,80329
FY15-16,Revenue,Parks,10101,Concessions,PAR Shelby Park Golf Course,1090
FY15-16,Revenue,Parks,10101,Rentals,PAR Shelby Park Golf Course,268921
FY15-16,Revenue,Parks,10101,Transfer Operational,PAR Shelby Park Golf Course,48293
FY15-16,Revenue,Parks,10101,Concessions,PAR Warner Golf Course,1228
FY15-16,Revenue,Parks,10101,Rentals,PAR Warner Golf Course,179613
FY15-16,Revenue,Parks,10101,Transfer Operational,PAR Warner Golf Course,11317
FY15-16,Revenue,Parks,10101,Concessions,PAR McCabe Golf Course,1872
FY15-16,Revenue,Parks,10101,Rentals,PAR McCabe Golf Course,1559711
FY15-16,Revenue,Parks,10101,Transfer Operational,PAR McCabe Golf Course,195865
FY15-16,Revenue,Parks,10101,Rentals,PAR Vinny Links Golf Course,16450
FY15-16,Revenue,Parks,10101,Re-sale Inventory,PAR Parthenon,2249
FY15-16,Revenue,Parks,10101,Admissions-Wave Pool,PAR Parthenon,1013762
FY15-16,Revenue,Parks,10101,Insurance Recovery,PAR Parthenon,0
FY15-16,Revenue,Parks,10101,Transfer Operational,PAR Parthenon,316828
FY15-16,Revenue,Parks,10101,Concessions,PAR Wave Country,0
FY15-16,Revenue,Parks,10101,Admissions-Wave Pool,PAR Wave Country,404120
FY15-16,Revenue,Parks,10101,Transfer Operational,PAR Wave Country,22116
FY15-16,Revenue,Parks,10101,Concessions,PAR Sportsplex,21159
FY15-16,Revenue,Parks,10101,Admissions-Sportsplex,PAR Sportsplex,1686448
FY15-16,Revenue,Parks,10101,Tennis Fees,PAR Sportsplex,238939
FY15-16,Revenue,Parks,10101,Concessions,PAR Tennis,0
FY15-16,Revenue,Parks,10101,Tennis Fees,PAR Tennis,0
FY15-16,Revenue,Parks,10101,Rent-Sail Boat,PAR Hamilton Creek Marina,324342
FY15-16,Revenue,Arts Commission,10101,Workshop/Seminar Fees,ART Cultural Vitality Index,1656
FY15-16,Revenue,Arts Commission,10101,Interest-MIP,ART Non Allocated Fin Trans,23
FY15-16,Revenue,Arts Commission,10101,Unrealized Gain/Loss MIP,ART Non Allocated Fin Trans,86
